quantity_in_kg,state,facility_name,site_address_suburb,site_latitude,site_longitude
4460,QLD,MMG Dugald River,Cloncurry,-20.251,140.151
170.24,SA,The University of Adelaide,Adelaide,-34.92062778,138.6044194
12599.78,WA,Cooljarloo,Cataby,-30.663611,115.447778
59077.4,WA,Rail Operations Port Hedland,Port Hedland,-20.3165,118.615
23620,WA,Yarnima Power Station,Newman,-23.343812,119.710271
1710.9,QLD,Norwich Park Mine,Dysart,-22.753749,148.46093
148970,QLD,Saraji Mine,Dysart,-22.433056,148.278889
12293.4,WA,Kwinana Nickel Refinery,East Rockingham,-32.250423,115.766712
11265.782,WA,Kwinana Pigment Plant,Kwinana Beach,-32.227121,115.77518
109.57,VIC,Traralgon Asphalt Plant,Traralgon East,-38.187369,146.568253
623.178,VIC,University Hospital Geelong,Geelong,-37.79558,144.956512
3.45,VIC,NovaPower Traralgon,Traralgon East,-38.179367,146.565382
103400,NSW,Eraring Power Station,Eraring,-33.061849,151.520379
11049.048,WA,Solomon Power Station,Tom Price,-22.144167,117.958333
422.2395,VIC,Somerville Processing Plant,Somerville,-38.208564,145.182917
1082.06246,VIC,Enviropacific SOLVE Waste Soil Facility,Altona,-37.846706,144.802576
455.989,VIC,Nestle Confectionery,Campbellfield,-37.675819,144.954485
79730,QLD,QAL,Gladstone,-23.865759,151.290315
48.1465,QLD,SWQP Compressor Station 2,Eromanga,-26.95501167,143.6156651
65.75,VIC,Portland facility,Portland,-38.35425,141.61969
430.88,VIC,Vitasoy Australia,Baranduda,-36.161084,146.945658
60.81,SA,Topcoat Asphalt,Wingfield,-34.834536,138.560429
120.2399,QLD,Gympie Flare,Gympie,-26.170772,152.654467
5728.255,WA,Mt Morgans Gold Project,Laverton,-28.804389,122.2115
35.1624,NSW,LGI Brou Flare,Dalmeny,-36.144082,150.097123
23.4864,WA,Esperance Town Powerstation,Esperance,-33.847736,121.883625
677860.3,QLD,Lake Vermont,Dysart,-22.456579,148.419198
781.32,QLD,Hy-Tec Fernvale,Fernvale,-27.430414,152.648842
306.23,TAS,Macquarie Road Quarry,Campbell Town,-41.9,147.451
3087.822284,NSW,Snack Brands Australia Blacktown,Blacktown,-33.755,150.907778
4472.410405,ACT,Mugga Lane LGI Power Station,Jerrabomberra,-35.395132,149.145483
55423.08,QLD,Rocklands Copper Project,Cloncurry,-20.672343,140.365888
16783.4948,WA,CSBP Kwinana Operations,Kwinana Beach,-32.241111,115.761389
189117,QLD,Gladstone Power Station,Gladstone,-23.856484,151.218582
3283.07,QLD,East End Mine,Mount Larcom,-23.876056,150.957639
15418.17,QLD,Lady Loretta Mine,Mount Isa,-19.768546,139.066091
6589.7,WA,Onslow Salt Minesite,Onslow,-21.656,115.0986
10275.724,QLD,Bluff Coal Mine,Bluff,-23.604984,149.084575
5590,SA,Bauer Oilfield,Port Augusta,-27.757072,139.346356
2810,SA,CKS Oilfield,Via Port Augusta,-27.664014,139.398837
175228.5,WA,Gorgon Operations,Barrow Island,-20.79014,115.449486
3129.77,NT,Galiwinku Community Power Station,Galiwinku,-12.030437,135.568999
1324.73,NT,Gapuwiyak Community Power Station,Gapuwiyak,-12.501107,135.800294
1305.88,NT,Umbakumba Power Station,Umbakumba Community,-13.862322,136.812106
68101.54,NSW,Dongwha Australia Pty Ltd,Bombala,-36.9288904,149.2145738
19.1,NSW,Mawsons Berrigan Quarry,Berrigan,-35.74438,145.78566
346,NSW,Mawsons Hillview Quarry,Murrami,-34.34022,146.24742
33730,WA,Okha,Via Karratha,-19.589167,116.446944
12010,WA,North Rankin Alpha,Via Karratha,-19.584167,116.138056
11200,WA,Wandoo,Karratha,-20.128056,116.434444
36546.19,WA,Carosue Dam Operations,Via Kalgoorlie,-30.15413,122.3521
2249,QLD,Watson Road,Acacia Ridge,-27.594705,153.012722
1042.5,WA,Compressor Station 7 and Eradu Meter Station,Ambania,-28.618889,115.133056
1.96,WA,Dampier Facilities,Burrup,-20.603,116.778
7053.434,WA,Cuddingwarra Operations,Cue,-27.3777,117.807986
5397.585,NSW,Eastern Creek Recycling Ecology Park,Eastern Creek,-33.793673,150.834788
56305.17,NSW,Cowal Gold Operations,West Wyalong,-33.635234,147.405681
2699.4,VIC,AXEDALE sands quarry,Axedale,-36.773271,144.548503
2808.29,NT,Nguiu Community Power Station,Nguiu,-11.764335,130.629938
1684.79,NT,Ramingining Community Power Station,Ramingining,-12.296798,134.975708
1050.04,NT,Timber Creek Community Power Station,Timber Creek,-15.655922,130.478794
1036.38,NT,Ti Tree Community Power Station,Ti Tree,-22.124177,133.414769
20820,NSW,Galong,Galong,-34.581789,148.601209
306.1492,WA,Western Australian Specialty Alloys,Canning Vale,-32.056111,115.919722
12820.56,WA,Havieron,Telfer,-21.713,122.63
9180,SA,Callawonga Oilfield,Port Augusta,-27.918111,139.348531
2962.3701,WA,Kemerton Lithium Hydroxide Processing Plant,Wellesley,-33.20446,115.76436
3652.05011,WA,Qantas - Perth Airport,Perth Airport,-31.933056,115.961111
2461.2903,VIC,Laverton North,Laverton North,-37.831431,144.770982
221,QLD,Riverton,Riverton,-29.02217,151.479381
427,QLD,Murgon,Murgon,-26.287369,151.977704
1010,VIC,Lake Cooper Quarry,Corop,-36.51915,144.76182
55373.75,WA,Pilgangoora Operations,Marble Bar,-21.049736,118.8948
796,NSW,EDL Lucas Heights 2,Menai,-34.046331,150.969684
117,NSW,EDL Tower,Douglas Park,-34.218171,150.71619
1490,SA,Cober Pedy,Coober Pedy,-29.019492,134.769235
2877.764,NSW,Hera Mine,Nymagee,-32.11,146.332
389,VIC,Lake Boga Quarry,Kunat,-35.55172,143.5812
1050,VIC,Donnybrook,Donnybrook,-37.553125,144.9770833
2040,QLD,Mount Marrow,Mt Marrow Via Haigslea,-27.592512,152.62177
30235.45405,QLD,Mt Rawdon Operations,Mount Perry,-25.26888,151.757623
20212.807,WA,Fortnum Gold Project,Meekatharra,-25.331,118.358
6701,QLD,Spring Gully,Durham Downs,-25.947778,149.069167
74730.37,WA,Telfer Operations,Telfer,-21.714722,122.214167
260965.036,QLD,Millmerran Power,Millmerran,-27.9628,151.2782
12935.1947,QLD,Cannington Mine,Middleton,-21.859906,140.914249
2573.1895,QLD,Cannington Yurbi Rail,Cloncurry,-20.739229,140.653447
238.7,QLD,Orora Beverage Cans,Rocklea,-27.562303,153.00524
434.117,QLD,Castlemaine Perkins Ltd,Milton,-27.4678,153.0061
1757.44,SA,LADBROKE GROVE POWER STATION,Penola,-37.457222,140.781667
6590.67,SA,QUARANTINE POWER STATION,Port Adelaide,-34.779167,138.520556
41.7168,SA,Monroe Clovelly Park,Clovelly Park,-35.012753,138.572739
812.13117,WA,Harvey Beef Export Abattoir,Harvey,-33.076389,115.869444
6190,WA,WAMMCO International,Katanning,-33.673301,117.526368
1103.371391,WA,Talloman,Bushmead,-31.916111,116.005278
284.193,VIC,FBT Transwest Pty Ltd,Tottenham,-37.804668,144.85212
1104.52,VIC,Batesford Quarry,Batesford,-38.10955,144.26162
344.811,VIC,KILMANY LANDFILL,Kilmany,-38.091933,146.927147
33.0902,VIC,Eaglehawk Landfill,Eaglehawk,-36.728602,144.240935
25543.586,VIC,Offshore Facilities - Bass Strait,Golden Beach,-38.363481,147.929603
144.56,VIC,Taghleef Industries - Wodonga,Wodonga,-36.106062,146.860759
225.34,VIC,Uncle Tobys,Wahgunyah,-36.012679,146.408662
9253.08,VIC,Oaklands quarry,Oaklands Junction,-37.615189,144.83946
502.409,VIC,Seqirus (Parkville),Parkville,-37.779327,144.947092
2556.36,TAS,BRITTON BROS P/L,Smithton,-40.857149,145.140484
671.5,TAS,Hanson Hobart Quarry,Lindisfarne,-42.833513,147.378367
467.0092,NSW,Casella Winery Yenda,Yenda,-34.246113,146.204166
1184.27,NSW,Solvay Interox Pty Ltd,Banksmeadow,-33.954763,151.212195
497.27,NSW,Humes Blacktown,Rooty Hill,-33.761221,150.851051
2543,NSW,DP World Sydney,Port Botany,-33.972272,151.217833
184,NSW,Qenos Hydrocarbon Terminal,Port Botany,-33.975016,151.220482
70,NSW,Golden Grove Piggery,Young,-34.315122,148.451208
2492.177,SA,IWS Northern Balefill,Lower Light,-34.498313,138.380704
823.3,NSW,Williamsdale Quarry,Williamsdale,-35.550734,149.160948
572.74,NSW,Nestle Purina Pet Care,Blayney,-33.5211701,149.236775
125.8,NSW,Jamestrong Packaging Australia Pty. Ltd. Taree,Taree,-31.883833,152.424547
535.3,WA,Hazelmere Plant and Depot,Hazelmere,-31.911944,116.008333
182.311,ACT,CAPITAL LINEN SERVICE,Canberra,-35.221854,149.140782
110.335079,QLD,Visy Glass Brisbane,South Brisbane,-27.472889,153.011195
2209.64,WA,Humes Welshpool,Welshpool,-31.998889,115.969167
114.97,QLD,Sarina Ethanol Distillery,Sarina,-21.428092,149.216062
7503.8265,QLD,Sunland Proteins,Landsborough,-26.811339,152.961914
84.4112,QLD,Carole Park,Carole Park,-27.620673,152.933394
59.518692,QLD,PEANUT COMPANY OF AUSTRALIA LTD,Kingaroy,-26.539869,151.841154
34,QLD,Caboolture Asphalt Plant,Caboolture,-27.08286,152.98369
106.27,QLD,Bli Bli,Bli Bli,-26.609156,152.977124
13532.6476,QLD,Dinmore Abattoirs,Dinmore,-27.5844,152.833972
747.2964,QLD,Wainui Feedlot,Bowenville,-27.19,151.27
2483.86,QLD,Nerimbera quarry,Nerimbera,-23.391768,150.594237
113.205,SA,Christies Beach Wastewater Treatment Plant,Christies Beach,-35.125907,138.470883
84785.41,QLD,Commodore Coal Mine,Millmerran,-27.951111,151.280833
213.51,QLD,Bremer Park,Bundamba,-27.5922,152.825
336.6,TAS,Old Surrey Road Cheese Factory,Burnie,-41.087761,145.910587
6672.4306,QLD,Maryborough Hardwood Dry Mill,Maryborough,-25.545511,152.714189
273.8905,TAS,Cascade Brewery and Beverages,South Hobart,-42.895805,147.292264
1808.784,VIC,Bairnsdale Power Station,Bairnsdale,-37.845372,147.580938
53.88,NSW,Knauf Camellia,Camellia,-33.818899,151.040979
11.016025,WA,Exmouth Power Station (Private),Exmouth,-21.946301,114.124621
178.5786,SA,Lyell McEwin Hospital,Elizabeth Vale,-34.74757222,138.6645528
2159.073,QLD,Grassdale,Dalby,-27.4168,151.15
129.9032,VIC,Eye & Ear on the Park,East Melbourne,-37.8116,144.977
681.604,TAS,Bridgewater Quarry,Bridgewater,-42.72,147.25
147.691,WA,St John of God Hospital Murdoch,Murdoch,-32.06756376,115.8452347
118.098,QLD,Dalby Compressor Station,Dalby,-27.19633736,151.2085685
3505.1,NSW,Rangers Valley Feedlot,Glen Innes,-29.506296,151.729069
36337.36,NSW,Nestle Beverages Smithtown,Smithtown,-31.021174,152.941315
124.448,VIC,Polyfoam,Dandenong South,-37.993213,145.199381
2165.79,QLD,Maryborough Landfill,Maryborough,-25.507,152.709
3148.11,QLD,"""Jackson""",Quilpie,-27.635716,142.400117
1489.7661,QLD,"""Moonie""",Moonie,-27.758992,150.245266
4452.25,SA,Pt Bonython Oil,Whyalla,-32.989097,137.769122
556.3468,SA,Moomba South Central,Leigh Creek,-28.198511,140.18654
249.5261,QLD,Rockhampton Abattoir,Nerimbera,-23.42223,150.601988
4099.24694,WA,Karratha Power Station,Karratha,-20.762895,116.836997
95.37023877,QLD,Suntown Closed Landfill,Arundel,-27.93614167,153.3718222
1478.1158,VIC,ETEX AUSTRALIA PTY LTD,Altona,-37.859,144.799
362.6558375,VIC,G & K O'CONNOR PTY LTD,Pakenham,-38.114626,145.496233
6758.34,TAS,TT-Line Devonport,Devonport,-41.1799954,146.3662551
73670,QLD,Pioneer Mill,Brandon,-19.560278,147.328528
249438,QLD,Inkerman Mill,Home Hill,-19.643,147.401278
3011.92,WA,Banksia Road Landfill Facility,Crooked Brook,-33.428981,115.789853
126.68,VIC,Shepparton,Shepparton,-36.363779,145.426916
443.627,SA,Thomas Foods International Murray Bridge,Murray Bridge,-35.107778,139.2625
1937,NSW,"Patrick Terminal, Port Botany",Port Botany,-33.967975,151.210917
524,WA,"Patrick Terminal, Fremantle North Quay",North Fremantle,-32.031509,115.748649
68.575788,NSW,Ferrero Australia Pty Ltd,Lithgow,-33.480007,150.139024
42,QLD,Luggage Point WWTP,Myrtletown,-27.380596,153.150174
342.22,SA,HUMES POORAKA,Pooraka,-34.816147,138.639221
1037.476,NSW,Boral Currabubula Quarry,Currabubula,-31.292897,150.76805
39.3624,QLD,Orrcon Steel,Salisbury,-27.546791,153.025321
40,VIC,Moolap Asphalt,Moolap,-38.162717,144.431177
1302.44,NSW,Visy Pulp and Paper Mill Tumut,Tumut,-35.296485,148.138463
1454,NSW,Weston Aluminium,Weston,-32.809024,151.477222
69.264,VIC,Labelmakers - Somerton,Somerton,-37.633289,144.944665
161.0137,QLD,Good Stuff Bakery,Carrara,-28.0336,153.3534
803,WA,Eneabba East,Eneabba,-29.876667,115.285278
92.8906,WA,Shire of Broome Landfill Facility,Waterbank,-17.8985,122.2366
2630,QLD,Condamine Power Station,Via Miles,-26.668246,150.269838
1.44924,NSW,Culcairn Compressor Station,Culcairn,-35.671091,147.016415
70.56,VIC,Amcor Flexibles Asia Pacific - Moorabbin,Moorabbin,-37.947072,145.060783
3895.38,SA,Whiteheads Timber Sales,Mount Gambier,-37.84467,140.80667
254.6017306,SA,VISY BOARD GEPPS CROSS,Gepps Cross,-34.840629,138.598264
79.0413,NSW,Heinz Wagga Wagga,Wagga Wagga,-35.071454,147.414453
390.87,VIC,The Royal Childrens Hospital,Parkville,-37.794508,144.950352
142.1340169,VIC,FAWKNER CREMATORIUM AND MEMORIAL PARK,Fawkner,-37.710695,144.960003
1060.313,SA,Murray Bridge Quarry,Murray Bridge,-35.107671,139.210213
5419.6,NSW,Mandalong Mine,Mandalong,-33.118935,151.463099
27.407,NSW,Malt Sydney,Minto,-34.035899,150.840543
410.76,VIC,Box Hill Hospital,Box Hill,-37.811953,145.119985
10751.1,QLD,Australian Country Choice,Cannon Hill,-27.4531,153.09
219.37,QLD,Coogee Queensland Chlor Alkali Pty Ltd,Lytton,-27.420608,153.149837
126697.305,NSW,Ravensworth Mine Complex,Ravensworth Via Singleton,-32.446667,151.021944
7824,SA,Flinders Adelaide Container Terminal,Outer Harbor,-34.770861,138.491794
17102.92,WA,Simcoa Operations Pty Ltd,Wellesley,-33.218889,115.752222
11548.535,QLD,Southern Pacific Sands,Ningi,-27.078974,153.089858
9.856,WA,PGP - Caversham Meter Station,Caversham,-31.845658,115.981731
285.2,VIC,Opal Fibre Packaging Scoresby,Scoresby,-37.901134,145.233724
957.127,QLD,Paverock Quarry,Childer,-25.168225,152.367368
791.738,QLD,Hogan's Pocket Landfill,Eton,-21.355,148.967
84399,QLD,Coppabella Coal Mine,Via Nebo,-21.865952,148.421924
67.3125,VIC,Pental Limited,Shepparton,-36.368049,145.425317
78620.9709,QLD,Marian Sugar Mill,Marian,-21.142895,148.940535
2334,VIC,Rockbank Quarry,Rockbank,-37.679227,144.669942
150.459,VIC,KINGSTON CENTRE,Cheltenham,-37.95413,145.076544
1664.02,NSW,Teven Quarry,Teven,-28.839843,153.488649
700,WA,Boral Asphalt WA,Welshpool,-31.991111,115.971111
89398.188,NT,GEMCO Port Facility,Groote Eylandt,-13.856827,136.420926
107.1474,VIC,Brimbank,Deer Park,-37.772944,144.790362
109013.1,QLD,Jellinbah Mine,Via Bluff,-23.398845,148.943098
4799.201664,NSW,LMS Eastern Creek Renewable Energy Facility,Eastern Creek,-33.8125,150.861389
1642.81624,QLD,Badu Island,Badu Island,-10.163611,142.163333
6642.096,QLD,Bamaga,Bamaga,-10.892972,142.392778
1651.32441,QLD,Camooweal,Camooweal,-19.919472,138.123778
673.8,QLD,Northern Oil Refinery,Yarwun,-23.81,151.1481
76.644,NSW,Westmead Private Hospital,Westmead,-33.802891,150.982391
5837,NSW,Metropolitan Collieries Pty Ltd,Helensburgh,-34.187767,150.992103
7383.844,QLD,MMG - Karumba Port,Karumba,-17.498056,140.836944
1361.17,NT,Mereenie Plant,Alice Springs,-23.995794,131.553504
140.267,NSW,Linen Services Australia Rosebery,Rosbery,-33.911714,151.207953
399.8,NSW,Liverpool Sewage Treatment System,Liverpool,-33.920022,150.937134
749.6,NSW,Cronulla Sewage Treatment Plant,North Cronulla,-34.030803,151.163898
1894,NSW,North Head Sewage Treatment Plant,Manly,-33.808463,151.302852
167.5,NSW,Shellharbour Sewage Treatment System,Shellharbour,-34.569139,150.865198
714.1198333,SA,The Union Dairy Company,Penola,-37.456625,140.833279
538.5,NSW,West Nowra Recycling Facility & Landfill,Mondamia,-34.884848,150.551991
335,NSW,Rivalea (Australia) - Corowa,Corowa,-35.97335,146.331129
32.4,NSW,Rivalea (Australia) - Bungowannah,Bungowannah,-36.033229,146.795183
73.168,WA,Kemerton Peak Lopping Power Station,Wellesley,-33.21183,115.760705
45171.472,NSW,Liddell Coal Operations,Ravensworth,-32.408743,151.030951
130.0201,NSW,Inghams Lisarow Further Processing Plant,Lisarow,-33.376631,151.383486
176376.22,NSW,Mount Pleasant Operation,Muswellbrook,-32.259411,150.837135
308,VIC,Mt Helen Campus,Mount Helen,-37.62694444,143.8908333
5.9582,VIC,Mildura Airport,Mildura South,-34.23244444,142.0855833
3.844,NT,Groote Eylandt Airport,Groote Eylandt,-13.973256,136.460878
1.16688,QLD,Hervey Bay Airport,Hervey Bay,-25.316189,152.890247
85.763,VIC,CopRice Tongala,Tongala,-36.2527392,144.9321355
480.60243,NSW,"UNSW Sydney, Kensington Campus",Kensignton,-33.915265,151.228287
3191.97,WA,Wespine Industries Pty Ltd,Dardanup,-33.388611,115.717778
20.352393,WA,Gosnells Landfill,Orange Grove,-32.022813,116.012825
455.9795,VIC,Mars Chocolate Australia,Wendouree,-37.519424,143.816028
543.1952,QLD,Etex - Bundaberg,Burnett Heads,-24.76773,152.388422
5141.17,WA,Varanus Island Operations,Onslow,-20.651389,115.576667
439.4,SA,KORVEST LTD,Kilburn,-34.850833,138.590556
160.1650912,NSW,IVE Group Bluestar Web Silverwater,Silverwater,-33.834767,151.042327
42201.94,WA,Huntly Mine,Dwellingup,-32.624167,116.057778
15567.97,WA,Willowdale Mine,Waroona,-32.925,116.0075
1097.26,NSW,Hy-tec Yarrabee Road Quarry,Cooperabung,-33.77,150.99
28615.06,WA,Bluewaters Power Station No 1&2,Palmer,-33.330842,116.231109
9194.413,NSW,Woodlawn Bioreactor,Tarago,-35.05417,149.562378
111.850425,QLD,City Links,Carrara,-28.028548,153.355204
5.36,WA,Pinga Creek Meter Station,Port Hedland,-20.563305,118.280699
138.2,VIC,Dandenong Asphalt Plant,Dandenong South,-38.0059,145.214188
895.149751,QLD,Bunya LFGE,Bunya,-27.378139,152.939928
128.2787055,VIC,Somerton plant,Somerton,-37.636772,144.958737
47.966,VIC,St Arnaud,St Arnaud,-36.62007,143.2585
72.0115,QLD,Balter Brewing,Currumbin,-28.14274,153.470641
171.63,SA,Wasleys,Wasleys,-34.441667,138.625
2190.43,TAS,Flinders Island Power Station,Whitemark,-40.116051,148.029235
259.393152,NSW,LMS Flare Cessnock,Cessnock,-32.8205,151.387878
203.3055759,TAS,Copping Renewable Energy Facility,Copping,-42.841419,147.771369
6075.8,SA,MILLICENT MILL,Millicent,-37.674541,140.430696
425.95938,NSW,Weir Minerals Artarmon,Artarmon,-33.814285,151.179437
18909.13,QLD,Scotchy Pocket Quarry,Scotchy Pocket,-26.04055,152.56722
137916.05,WA,West Angelas Mine,Newman,-23.175278,118.758611
90834.6,WA,Yandicoogina Mine,Newman,-22.756389,119.225
6045.03,WA,Port Hedland Salt Operations,Port Hedland,-20.338889,118.639444
36.8314,VIC,Euroa Compressor Station,Euroa,-36.727,145.538
2575.18,VIC,Werribee Manor Quarry,Mambourin,-37.9222,144.5803
80.32,ACT,Canberra Bakery,Fyshwick,-35.33397,149.184159
4.4,SA,Port Bonython Fuels Pty Ltd,Port Bonython,-32.976817,137.76201
122,VIC,WIMMERA BASE HOSPITAL,Horsham,-36.712562,142.208673
111.042,NSW,Baiada Tamworth Processing Plant,Tamworth,-31.094083,150.913044
749.991424,QLD,Toowoomba LFGE,Cranley,-27.505708,151.927469
8.180526956,SA,Caroline LFG Flare Facility,Caroline,-37.888038,140.894995
522.2671594,SA,Northward Fill,Inkerman,-34.28528611,138.2600361
148,VIC,GOULBURN VALLEY HEALTH - SHEPPARTON CAMPUS,Shepparton,-36.363468,145.403534
156.22,NSW,LGI Whylandra Flare,Whylandra,-32.20917,148.488566
6836.980323,NSW,Visy Paper Smithfield,Smithfield,-33.85063,150.948107
162.061,NSW,Lactalis Lidcombe,Lidcombe,-33.861293,151.056347
145040,QLD,Blackwater Mine,Blackwater,-23.73,148.791667
182545.5,WA,Nickel West Kalgoorlie Smelter,Feysville,-30.874167,121.483056
37075.034,NT,Ranger Operations,Jabiru,-12.682448,132.924191
2190.43,TAS,King Island Power Station,Currie,-39.938672,143.891998
28782.39506,WA,Iron Bridge Operations,Marble Bar,-21.247872,119.053439
8633,VIC,Alpine MDF Ltd,Wangaratta,-36.334349,146.372811
308.37,VIC,ROWVILLE,Rowville,-37.928154,145.221362
203.84,VIC,BENDIGO,Bendigo,-36.739675,144.284606
645.821,VIC,Longwarry Food Park,Longwarry,-38.112929,145.772138
224581.4517,WA,Cloudbreak,Mulga Downs,-22.326266,119.405736
226437.6181,WA,Christmas Creek,Newman,-22.39484496,119.850233
35769.4879,WA,Pinjar Gas Turbine Station,Pinjar,-31.559167,115.820833
31059.446,WA,Cockburn Power Station,Naval Base,-32.2,115.773889
209.706,WA,Fiona Stanley Hospital,Murdoch,-32.070274,115.846421
14143.13,VIC,QENOS PTY LTD,Altona,-37.850816,144.813278
0,VIC,Shepparton Wastewater Management Facility,Shepparton,-36.311686,145.377477
4873.125153,WA,Beyondie Sulphate of Potash Project,Kumarina,-24.750273,120.34918
366.515584,VIC,PETER MACCALLUM CANCER INSTITUTE,Melbourne,-37.8001648,144.9564243
2457.22,VIC,Ballarat,Wendouree,-37.52222222,143.8123889
3283.13,QLD,ORECO GROUP,Isis Central,-25.198123,152.202715
306.7957,VIC,Taylors Rd Landfill,Dandenong South,-38.043503,145.232587
1800,QLD,Yancoal - Boonal,Blackwater,-23.58414,148.96785
24.055344,WA,Kununurra Back Up Power Station,Kununurra,-15.77938,128.73973
2441.18,QLD,Fishermans Landing,Gladstone,-23.7925,151.1545
16600,QLD,Blair Athol,Clermont,-22.688152,147.518598
77218.141,WA,Wheatstone GTP,Talandji,-21.698143,115.001832
2450,VIC,Otway,Waarre,-38.571887,143.038759
76826.24,WA,Tropicana Gold Mine,Plumridge Lakes,-29.240368,124.540442
7776.928,WA,Keysbrook Mineral Sands Mine,North Dandalup,-32.471743,115.925345
4353.49494,VIC,Stawell Gold Mine,Stawell,-37.058679,142.800744
15370.28136,WA,Warrawoona Gold Project,Marble Bar,-21.33792222,119.8917528
1321.207,QLD,Great Australia Mine,Cloncurry,-20.728787,140.515663
3687.539547,QLD,Orica Yarwun Site,Yarwun Via Gladstone,-23.8362,151.1667
323,NSW,Mawsons Warburn Quarry,Tharbogang,-34.23079,145.91553
143965,WA,Karratha Onshore Gas Treatment Plant,Via Karratha,-20.602261,116.773734
111.79,WA,Compressor Station 10,Kwinana Beach,-32.225278,115.78
59655.56,QLD,Glencore Coal - Clermont (Open Cut) Mine,Clermont,-22.709113,147.62937
2383.3,VIC,EPPING RECYCLING,Epping,-37.651186,144.984113
1458.36,NT,Milingimbi Community Power Station,Milingimbi,-12.104838,134.910991
2070.78,NT,Gunbalanya Community Power Station,Oenpelli,-12.3302,133.051
1700.71,NT,Yuendumu Community Power Station,Yuendumu,-22.252232,131.798915
10569.21,WA,Bronzewing Gold Mine,Leinster,-27.379182,121.012054
10824.93,WA,Golden Grove Operations,Yalgoo,-28.747778,116.939167
971,VIC,SHEPPARTON SITE,Shepparton,-36.376003,145.418219
10835.131,WA,Cosmos Nickel Operations,Leinster,-27.591944,120.580556
13565.36,QLD,Golden Circle Northgate,Northgate,-27.38427,153.073324
56570,NT,Gove Refinery,Nhulunbuy,-12.186586,136.687267
61.5,WA,Red Hill,Red Hill,-31.831389,116.099167
1400,WA,Halls Creek,Halls Creek,-18.2323416,127.66194
3070,NT,EDL Jabiru,Jabiru,-12.653869,132.853007
457,VIC,Glenrowan Quarry,Glenrowan,-36.46965,146.22895
73.1,VIC,Mansfield Quarry,Mansfield,-37.08211,146.08784
17939.42,WA,Sino Iron Project - Port Area,Cape Preston,-20.84,116.21
25876.912,WA,Bald Hill Tantalum-Lithium,Widgiemooltha,-31.511436,122.182055
13900,QLD,Gibson Island,Murarrie,-27.433889,153.123948
4130.8973,WA,Carina Rail Facility,Boorabbin,-30.81656327,120.3072961
49391.28,WA,Koolyanobbing Iron Ore Operations,Koolyanobbing,-30.815,119.531111
7528,NT,Granites Operations,Alice Springs Roadside Delivery,-20.5427,130.3154
116,NSW,Horsley Park Meter Station,Horsley Park,-33.830409,150.865118
222,NSW,Michelago Compressor Station,Michelago,-35.687532,149.19122
101,NSW,MOMS and MCS (Munmorah Offtake and Metering Station and Compressor Station),Wyee,-33.195,151.467
37407.63,WA,Koolan Island Operations,Derby,-16.141855,123.756572
1532.856,WA,Carbine (Bullant and Porphyry) Operations,Mount Burges,-30.531097,121.061511
28.3,NSW,HEZ,Abermain,-32.836059,151.450427
189.3528277,VIC,BALLARAT BASE HOSPITAL,Ballarat,-37.55925,143.8467222
103.8672547,VIC,Queen Elizabeth Centre,Ballarat,-37.56441667,143.8436667
133533,NSW,Mount Thorley Warkworth Operations,Mount Thorley Via Singleton,-32.64319,151.085868
386.2908,WA,Stag Operations,Karratha,-20.29021667,116.2752778
18360,NSW,Stratford,Stratford,-32.13234,151.960706
736.9895,WA,Thevenard Island Retirement,Thevenard Island,-21.459722,115.020833
90989.066,QLD,Carmichael Coal Mine,Belyando,-21.95,146.629
208.533555,QLD,CQMS Castings,Maryborough,-25.544525,152.706631
42575,QLD,South Johnstone Mill,South Johnstone,-17.605901,145.991176
3483.569031,SA,SA PINE,Monarto South,-35.122703,139.16802
706.203,SA,TARAC SAMUEL ROAD,Nuriootpa,-34.475,138.971389
563.96,WA,CSR Gyprock - Welshpool,Welshpool,-31.988889,115.965833
636.9793654,VIC,LA TROBE UNIVERSITY,Bundoora,-37.719625,145.054945
588.749,VIC,Austin Hospital,Heidelberg,-37.756404,145.056693
134.424,VIC,CCA Moorabbin,Moorabbin,-37.944597,145.063579
112.323,VIC,CSIRO - Clayton Laboratories,Clayton,-37.904563,145.130474
313.79,VIC,Thomas Foods International Stawell PTY LTD,Stawell,-37.053728,142.75629
177.854,VIC,GB GALVANIZING - BAYSWATER,Bayswater,-37.820966,145.297554
0.17,VIC,Boneo Water Recycling Plant,Boneo,-38.408074,144.882468
4695.242,VIC,Boral Quarry Deer Park,Truganina,-37.784378,144.731214
3313.33,VIC,Werribee Quarry,Werribee,-37.93841,144.592224
2790.78,TAS,Liberty Bell Bay,Bell Bay,-41.130892,146.849881
215.92,VIC,Orora Beverage Cans,Dandenong,-38.00193,145.224475
570,TAS,Hellyer Gold Mines Pty Ltd,Waratah,-41.577965,145.731
991.5,NSW,Qenos Olefines and Site Utilities Plants,Matraville,-33.957701,151.223104
1073,NSW,Qenos Alkathene and Alkatuff Plants,Matraville,-33.957701,151.223104
187640,NSW,BlueScope Steel Port Kembla Steelworks,Port Kembla,-34.463395,150.887662
20714.9,NSW,Bloomfield Colliery,Ashtonfield,-32.796536,151.569052
129.394,NSW,PGH Bricks and Pavers Albury,Jindera,-35.981962,146.8908
13027,NSW,Wambo Mine,Warkworth,-32.568122,150.991427
107,NSW,Dead Horse Gully Piggery,Young,-34.343199,148.442353
12048.6,NSW,AKD Tumut Sawmill,Tumut,-35.30124,148.201222
